City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,margate,51.3813,1.3862,288.65,66,92,3.13,GB,1717694679
292,geraldton,-28.7667,114.6,293.38,94,75,2.06,AU,1717694679
293,gambiran satu,-8.3939,114.1464,296.15,100,96,1.37,ID,1717694680
294,vangviang,18.9333,102.45,295.68,97,99,0.52,LA,1717694680
295,laurel,39.0993,-76.8483,302.58,76,75,4.63,US,1717694681
296,buka,40.8108,69.1986,297.47,33,0,3.15,UZ,1717694681
297,itoman,26.1247,127.6694,296.16,86,100,2.06,JP,1717694682
298,hasaki,35.7333,140.8333,291.37,79,100,3.11,JP,1717694683
299,weno,7.4515,151.8468,298.12,100,100,3.09,FM,1717694683
300,meadow lakes,61.6247,-149.6011,286.09,67,20,3.09,US,1717694684
301,yelwa,8.8333,9.6333,304.51,54,96,1.98,NG,1717694684
302,vadso,70.0744,29.7487,282.64,76,11,9.26,NO,1717694685
303,sindirgi,39.2413,28.1784,300.34,57,49,3.11,TR,1717694685
304,bouna,9.2667,-3.0,308.17,38,100,2.71,CI,1717694686
305,kundgol,15.25,75.25,297.03,79,100,3.58,IN,1717694686
306,mantua,45.1667,10.7833,301.67,64,10,1.34,IT,1717694688
307,prince rupert,54.3161,-130.3201,284.2,81,100,5.14,CA,1717694688
308,peterhead,57.5058,-1.7981,285.62,63,100,5.44,GB,1717694689
309,ixtapa,20.7,-105.2,303.83,61,0,3.6,MX,1717694690
310,washington,47.5001,-120.5015,295.18,35,68,1.51,US,1717694632
311,ciudad bolivar,8.1222,-63.5497,308.32,42,51,3.16,VE,1717694412
312,xinyuan,37.3,99.0,278.0,87,32,1.19,CN,1717694691
313,pedro ii,-4.4247,-41.4586,302.32,47,93,4.14,BR,1717694692
314,alice springs,-23.7,133.8833,275.9,93,0,2.57,AU,1717694693
315,qamdo,31.1667,97.2333,280.55,74,26,1.74,CN,1717694693
316,manokwari,-0.8667,134.0833,299.48,83,85,0.93,ID,1717694694
317,dem'yanovo,60.3511,47.0842,290.07,95,76,2.06,RU,1717694694
318,caibarien,22.5206,-79.4669,303.77,57,47,4.29,CU,1717694695
319,namsos,64.4662,11.4957,287.1,58,20,1.54,NO,1717694695
320,yaren,-0.5472,166.916,301.55,71,100,1.17,NR,1717694696
321,esil,51.9556,66.4042,294.24,62,16,3.71,KZ,1717694696
322,goondiwindi,-28.55,150.3167,279.85,79,0,1.96,AU,1717694697
323,broome,42.2506,-75.833,297.43,84,100,4.02,US,1717694698
324,aljezur,37.3191,-8.8033,293.91,65,100,4.56,PT,1717694699
325,santarem,-2.4431,-54.7083,303.22,74,40,5.14,BR,1717694616
326,miranda do corvo,40.0932,-8.3326,300.22,45,100,3.07,PT,1717694700
327,colonia,50.9333,6.95,293.4,40,0,5.14,DE,1717694700
328,port elizabeth,-33.918,25.5701,288.31,80,100,9.77,ZA,1717694566
329,luderitz,-26.6481,15.1594,287.87,82,0,1.65,NA,1717694701
330,kiffa,16.6166,-11.4045,317.92,10,1,2.44,MR,1717694702
331,coquimbo,-29.9533,-71.3436,287.0,94,40,4.63,CL,1717694579
332,mumford,5.2618,-0.759,300.3,80,88,5.14,GH,1717694703
333,mutuali,-14.8706,37.0044,295.15,44,9,0.81,MZ,1717694704
334,correntina,-13.3433,-44.6367,304.53,29,22,4.05,BR,1717694704
335,stara vyzhivka,51.4376,24.44,292.64,75,16,4.29,UA,1717694705
336,ormara,25.2088,64.6357,301.55,90,2,7.58,PK,1717694706
337,isangel,-19.55,169.2667,295.23,88,3,3.29,VU,1717694568
338,mpumalanga,-26.0,30.0,287.92,19,0,3.64,ZA,1717694707
339,mejit,10.2753,170.8646,301.42,81,92,7.98,MH,1717694708
340,yung shue wan,22.2333,114.1167,300.83,87,100,0.45,HK,1717694708
341,san julian,21.0167,-102.1667,303.24,17,0,4.28,MX,1717694709
342,rondonopolis,-16.4708,-54.6356,306.74,23,2,2.9,BR,1717694476
343,goure,13.9835,10.2704,313.42,15,13,1.39,NE,1717694710
344,manicore,-5.8092,-61.3003,308.36,38,88,2.1,BR,1717694711
345,urengoy,65.9667,78.3667,273.83,95,100,2.53,RU,1717694711
346,puerto el triunfo,13.2833,-88.55,303.63,73,88,4.25,SV,1717694712
347,lodja,-3.4833,23.4333,298.5,76,91,1.19,CD,1717694712
348,san patricio,28.017,-97.5169,308.45,51,0,4.87,US,1717694713
349,nampula,-15.1165,39.2666,298.12,69,20,5.66,MZ,1717694713
350,mawu,29.5923,107.3139,294.2,71,99,1.38,CN,1717694714
351,motatei,44.0833,23.2,299.65,51,0,1.52,RO,1717694714
352,plastun,44.7561,136.2939,280.51,97,73,0.66,RU,1717694715
353,kodiak,57.79,-152.4072,279.88,93,100,6.69,US,1717694716
354,tralee,52.2704,-9.7026,287.29,72,75,2.06,IE,1717694717
355,cill airne,52.05,-9.5167,287.18,72,75,2.06,IE,1717694717
356,manghit,42.1156,60.0597,302.14,12,1,2.13,UZ,1717694718
357,queenstown,-31.8976,26.8753,283.34,46,0,4.98,ZA,1717694711
358,cuito,-12.3833,16.9333,291.33,34,53,0.77,AO,1717694719
359,san antonio de pale,-1.4014,5.6325,298.38,84,79,5.33,GQ,1717694719
360,yamba,-5.9,22.3,301.4,48,55,0.44,CD,1717694720
361,nha trang,12.25,109.1833,301.15,85,100,2.07,VN,1717694721
362,sechura,-5.5569,-80.8222,297.55,59,67,3.82,PE,1717694721
363,camayenne,9.535,-13.6878,304.2,66,40,5.14,GN,1717694722
364,juegang,32.3174,121.1855,290.16,85,100,1.33,CN,1717694722
365,tukrah,32.5341,20.5791,296.44,83,0,4.05,LY,1717694723
366,puerto penasco,31.3167,-113.5333,305.14,53,100,1.54,MX,1717694723
367,shubarshi,48.5872,57.1869,293.89,70,79,6.65,KZ,1717694724
368,kerikeri,-35.2268,173.9474,288.66,90,100,0.45,NZ,1717694725
369,itaituba,-4.2761,-55.9836,306.24,62,40,1.03,BR,1717694725
370,shimoda,34.6667,138.95,292.1,81,100,1.74,JP,1717694726
371,vilyuchinsk,52.9306,158.4028,278.3,73,99,1.64,RU,1717694726
372,uturoa,-16.7333,-151.4333,299.98,73,50,2.33,PF,1717694727
373,katpur,21.05,71.7833,303.93,66,2,7.45,IN,1717694728
374,putian,25.4394,119.0103,292.14,94,100,0.73,CN,1717694729
375,igarka,67.4667,86.5833,270.94,92,56,3.13,RU,1717694729
376,kenora,49.8167,-94.4337,283.69,87,100,5.66,CA,1717694730
377,aasiaat,68.7098,-52.8699,274.19,94,100,3.75,GL,1717694731
378,faya-largeau,17.9257,19.1043,314.66,7,23,3.79,TD,1717694732
379,orange,33.7,-117.7675,302.43,75,75,2.57,US,1717694715
380,la palma,33.8464,-118.0467,301.59,77,100,2.57,US,1717694733
381,arawa,-6.2132,155.5367,297.86,92,98,0.92,PG,1717694733
382,hovd,48.0056,91.6419,291.41,24,11,1.71,MN,1717694734
383,ijebu-igbo,6.9798,4.0033,296.9,83,96,2.21,NG,1717694734
384,zouerate,22.7187,-12.4521,309.3,11,0,4.84,MR,1717694471
385,archangelos,36.2149,28.1149,303.14,31,85,4.22,GR,1717694735
386,nyala,12.05,24.8833,309.67,20,98,3.56,SD,1717694736
387,es castell,39.8795,4.2854,299.53,44,0,4.63,ES,1717694737
388,trevelin,-43.0858,-71.4639,280.86,81,86,1.24,AR,1717694737
389,santa rosalia,27.3167,-112.2833,305.49,21,98,1.85,MX,1717694738
390,zhanaozen,43.3,52.8,302.92,18,83,5.56,KZ,1717694738
391,cockburn town,21.4612,-71.1419,301.15,82,74,5.93,TC,1717694739
392,chuguyevka,44.1653,133.8633,286.01,97,85,2.4,RU,1717694739
393,pisco,-13.7,-76.2167,291.18,88,40,3.6,PE,1717694641
394,inverell,-29.7833,151.1167,279.08,95,5,0.45,AU,1717694741
395,la'ie,21.6477,-157.9253,297.84,89,28,0.45,US,1717694741
396,siwa oasis,29.2041,25.5195,312.24,8,0,3.53,EG,1717694742
397,awjilah,29.1081,21.2869,308.2,26,26,8.83,LY,1717694742
398,iquique,-20.2208,-70.1431,292.17,74,3,3.12,CL,1717694510
399,mata-utu,-13.2816,-176.1745,300.65,76,98,10.82,WF,1717694744
400,barakani,-12.1356,44.4317,299.04,70,13,3.91,KM,1717694744
401,murghob,38.1702,73.9667,280.73,22,98,0.79,TJ,1717694745
402,nadym,65.5333,72.5167,275.91,98,100,3.2,RU,1717694746
403,sarmiento,-45.5882,-69.07,281.23,82,100,0.37,AR,1717694746
404,hit,33.6416,42.8251,311.34,9,0,4.15,IQ,1717694747
405,rongelap,11.1635,166.8941,301.05,81,94,8.28,MH,1717694747
406,shahabad,27.65,79.95,310.22,19,0,3.26,IN,1717694748
407,ndele,8.4109,20.6473,302.63,51,71,2.63,CF,1717694748
408,lazaro cardenas,17.9583,-102.2,302.19,55,2,4.21,MX,1717694474
409,boli,45.7667,130.5167,287.99,88,100,3.34,CN,1717694749
410,lexington,37.9887,-84.4777,300.92,55,20,5.14,US,1717694459
411,sao vicente,-23.9631,-46.3919,303.86,67,0,2.57,BR,1717694661
412,amboanjo,-22.6667,47.8167,294.54,88,0,2.7,MG,1717694751
413,mitchell,43.7094,-98.0298,297.14,32,0,12.86,US,1717694752
414,north bend,43.4065,-124.2243,293.29,77,0,6.69,US,1717694752
415,chateaubelair,13.2833,-61.25,302.44,74,40,2.06,VC,1717694753
416,dazuocun,24.8862,118.9643,296.52,85,97,9.72,CN,1717694753
417,vodnyy,63.5046,53.4095,290.05,73,67,2.4,RU,1717694754
418,malvan,16.0667,73.4667,302.97,78,53,2.88,IN,1717694754
419,palmer,42.1584,-72.3287,298.8,76,85,4.43,US,1717694755
420,springbok,-29.6643,17.8865,282.39,83,95,4.07,ZA,1717694756
421,muzaffarabad,34.37,73.4711,294.07,68,91,2.43,PK,1717694756
422,lamar,33.6668,-95.5836,305.31,48,0,2.06,US,1717694757
423,mil'kovo,55.6078,37.7956,294.45,86,100,1.7,RU,1717694757
424,atherton,53.5237,-2.4935,289.38,56,15,4.47,GB,1717694676
425,itapirapua,-15.8233,-50.6133,306.56,22,2,3.17,BR,1717694758
426,mugia,43.1041,-9.2179,290.32,81,100,11.26,ES,1717694759
427,shaoguan,24.8,113.5833,294.47,91,95,1.11,CN,1717694634
428,bucerias,20.75,-105.3333,304.25,61,0,3.6,MX,1717694552
429,aykhal,66.0,111.5,280.25,56,100,5.02,RU,1717694761
430,nchelenge,-9.3451,28.734,295.66,51,75,1.46,ZM,1717694761
431,laramie,41.3114,-105.5911,298.68,20,0,6.69,US,1717694645
432,ishigaki,24.3448,124.1572,300.22,83,100,3.09,JP,1717694762
433,pont rouge,48.8833,-72.0825,301.21,42,18,5.81,CA,1717694763
434,caleta de carquin,-11.0925,-77.6267,293.72,70,37,4.57,PE,1717694763
435,ad dabbah,18.05,30.95,313.52,9,0,1.11,SD,1717694711
436,batac city,18.0554,120.5649,300.57,80,100,1.71,PH,1717694765
437,kongoussi,13.3258,-1.5347,313.46,22,42,4.31,BF,1717694765
438,nybro,56.7446,15.9071,288.18,73,100,4.05,SE,1717694766
439,cukai,4.25,103.4167,299.12,90,100,1.63,MY,1717694766
440,todos santos,23.45,-110.2167,309.43,63,9,4.11,MX,1717694767
441,woodward,36.4337,-99.3904,307.02,48,0,2.57,US,1717694637
442,labytnangi,66.6572,66.4183,277.8,71,100,1.33,RU,1717694768
443,zhezqazghan,47.7833,67.7667,295.86,60,84,4.6,KZ,1717694768
444,hadibu,12.65,54.0333,303.05,71,75,4.91,YE,1717694769
445,santa terezinha,-29.9002,-50.0904,292.71,81,99,1.44,BR,1717694770
446,boa vista,2.8197,-60.6733,302.14,74,75,1.03,BR,1717694770
447,dakhla,23.6848,-15.958,295.16,73,44,7.72,EH,1717694771
448,ja ela,7.0744,79.8919,300.14,89,40,4.12,LK,1717694772
449,sant lluis,39.8526,4.2594,299.37,44,0,4.63,ES,1717694772
450,carutapera,-1.195,-46.02,301.39,84,89,3.7,BR,1717694773
451,selfoss,63.9331,-20.9971,279.29,57,52,10.86,IS,1717694773
452,claiborne,32.516,-92.1918,305.22,48,0,5.14,US,1717694774
453,port augusta,-32.5,137.7667,282.74,86,0,2.64,AU,1717694775
454,pariaman,-0.619,100.12,299.18,87,100,2.59,ID,1717694775
455,gurupa,-1.405,-51.64,307.27,46,70,1.71,BR,1717694560
456,antonio enes,-16.2325,39.9086,299.18,75,0,5.2,MZ,1717694776
457,at taraf,25.3628,49.725,313.45,15,0,4.37,SA,1717694777
458,rioverde,21.9333,-99.9833,307.04,23,0,2.55,MX,1717694575
459,el calafate,-50.3408,-72.2768,274.9,89,100,0.24,AR,1717694608
460,siracusa,37.0881,15.2792,299.99,61,0,5.48,IT,1717694778
461,marovoay,-16.1,46.6333,300.07,56,77,3.94,MG,1717694779
462,miles city,46.4083,-105.8406,295.69,28,0,6.69,US,1717694780
463,ambatofinandrahana,-20.55,46.8,286.5,94,2,1.91,MG,1717694780
464,el estor,15.5333,-89.35,306.52,45,94,1.63,GT,1717694781
465,ma'an,26.9775,110.7211,292.11,86,22,0.64,CN,1717694781
466,gaiman,-43.2897,-65.4929,286.1,68,100,2.62,AR,1717694782
467,berdigestyakh,62.0989,126.6992,278.73,68,1,1.15,RU,1717694782
468,taraz,42.9,71.3667,293.38,32,23,4.0,KZ,1717694783
469,kone,-21.0595,164.8658,294.41,79,36,2.31,NC,1717694784
470,nolinsk,57.5596,49.9363,291.24,89,28,2.04,RU,1717694785
471,karratha,-20.7377,116.8463,292.91,54,0,4.11,AU,1717694785
472,kenai,60.5544,-151.2583,283.72,99,100,2.06,US,1717694786
473,qobu,40.4047,49.7131,297.77,51,1,5.35,AZ,1717694787
474,veresti,47.6,26.4333,298.19,57,0,3.09,RO,1717694787
475,cadale,2.7603,46.3222,300.48,80,82,7.4,SO,1717694713
476,twon-brass,4.3151,6.2418,300.4,81,100,6.91,NG,1717694789
477,dickinson,29.4608,-95.0513,307.11,60,0,3.09,US,1717694547
478,keflavik,64.0049,-22.5624,282.1,61,40,11.32,IS,1717694790
479,khasab,26.1799,56.2477,305.41,36,0,1.69,OM,1717694790
480,shihezi,44.3,86.0333,296.62,21,67,2.56,CN,1717694791
481,luena,-11.7833,19.9167,294.88,33,47,1.15,AO,1717694792
482,majalgaon,19.15,76.2333,301.89,67,88,9.18,IN,1717694792
483,utrik,11.2278,169.8474,301.24,81,90,8.39,MH,1717694793
484,cannonvale,-20.2833,148.7,292.81,71,75,2.25,AU,1717694793
485,inhambane,-23.865,35.3833,298.14,94,0,5.14,MZ,1717694794
486,bolkhov,53.4433,36.0044,290.44,89,54,2.75,RU,1717694794
487,dunedin,-45.8742,170.5036,282.48,91,7,2.23,NZ,1717694795
488,dudinka,69.4058,86.1778,271.3,99,74,2.24,RU,1717694795
489,porto novo,6.4965,2.6036,296.05,75,95,3.92,BJ,1717694796
490,oravita,45.0325,21.6894,300.3,67,0,1.93,RO,1717694796
491,nevel'sk,46.6733,141.8633,279.39,94,26,3.04,RU,1717694797
492,saudarkrokur,65.7461,-19.6394,274.72,100,100,9.72,IS,1717694798
493,onverwacht,5.5833,-55.1833,307.15,55,40,2.06,SR,1717694798
494,shitanjing,39.2342,106.3439,286.66,73,22,1.7,CN,1717694799
495,shingu,33.7333,135.9833,291.47,82,100,1.92,JP,1717694799
496,newman,37.3138,-121.0208,307.72,37,0,1.79,US,1717694727
497,kargasok,59.0556,80.8572,283.13,72,27,3.58,RU,1717694800
498,phalaborwa,-23.943,31.1411,300.75,14,0,3.32,ZA,1717694801
499,vikulovo,56.8167,70.6107,288.23,91,100,2.31,RU,1717694801
500,swift current,50.2834,-107.8014,291.6,25,0,10.29,CA,1717694663
501,pemba,-12.974,40.5178,299.54,83,20,2.06,MZ,1717694802
502,darwin,-12.4611,130.8418,293.14,52,0,4.12,AU,1717694803
503,batroun,34.2553,35.6581,302.55,55,0,1.88,LB,1717694804
504,zimapan,20.75,-99.35,302.95,21,2,3.41,MX,1717694804
505,taft,31.7471,54.2088,302.12,16,20,2.06,IR,1717694805
506,tondano,1.3038,124.9112,295.2,99,100,0.5,ID,1717694806
507,galesong,-5.3166,119.3661,297.16,80,52,1.84,ID,1717694806
508,sur,22.5667,59.5289,307.58,49,0,4.07,OM,1717694807
509,lospalos,-8.5186,127.0025,294.39,96,79,2.54,TL,1717694771
510,moyale,3.5167,39.0584,293.21,78,68,2.17,KE,1717694808
511,okhotsk,59.3833,143.3,276.74,93,100,2.29,RU,1717694808
512,saint-jean-de-maurienne,45.1667,6.5833,286.51,78,97,1.89,FR,1717694809
513,palmas,-10.2128,-48.3603,306.08,38,20,4.12,BR,1717694785
514,nikol'sk,53.7189,46.0712,292.58,83,43,1.88,RU,1717694810
515,osinovo,55.8809,48.881,295.2,84,66,3.76,RU,1717694811
516,rasskazovo,52.6714,41.9033,295.05,88,35,3.26,RU,1717694811
517,peace river,56.2501,-117.286,287.32,54,40,3.09,CA,1717694636
518,fuerte olimpo,-21.0415,-57.8738,307.78,21,0,4.1,PY,1717694651
519,villa emilio carranza,19.9667,-96.6,305.66,54,63,3.8,MX,1717694813
520,santa maria del oro,25.9333,-105.3667,305.37,9,11,0.67,MX,1717694813
521,scarborough,54.2797,-0.4044,289.14,52,77,1.34,GB,1717694814
522,fonte boa,-2.4959,-66.2662,301.58,87,97,1.75,BR,1717694814
523,yuzhno-kurilsk,44.0306,145.8556,278.91,93,0,1.56,RU,1717694815
524,baruun-urt,46.6806,113.2792,285.67,55,70,1.01,MN,1717694816
525,puerto armuelles,8.2833,-82.8667,303.14,72,70,1.79,PA,1717694816
526,paka,4.6374,103.4368,299.11,94,90,0.0,MY,1717694817
527,nouadhibou,20.931,-17.0347,296.14,64,0,8.23,MR,1717694817
528,borba,-4.3878,-59.5939,304.76,59,72,1.96,BR,1717694818
529,bom jesus,-9.0744,-44.3586,308.57,28,100,4.02,BR,1717694818
530,pasuquin,18.3328,120.6177,300.78,80,100,0.85,PH,1717694591
531,zabaykal'sk,49.6333,117.3167,284.35,58,84,9.21,RU,1717694820
532,korsakov,46.6328,142.7813,279.73,88,23,2.16,RU,1717694820
533,kargat,55.1956,80.2811,286.34,98,99,4.19,RU,1717694821
534,bichura,50.5881,107.6022,278.34,94,4,2.51,RU,1717694821
535,veinticinco de mayo,-35.4323,-60.1727,292.14,63,100,1.97,AR,1717694822
536,boyolangu,-8.1181,111.8935,297.22,95,81,1.61,ID,1717694822
537,quva,40.522,72.0729,297.77,48,41,2.82,UZ,1717694823
538,tazacorte,28.629,-17.9293,296.69,84,20,4.02,ES,1717694823
539,colchani,-20.3,-66.9333,283.61,22,0,2.35,BO,1717694824
540,kumla,59.1277,15.1434,287.78,58,75,5.14,SE,1717694824
541,balykshi,47.0667,51.8667,299.15,53,0,4.0,KZ,1717694825
542,nemuro,43.3236,145.575,279.83,93,2,1.96,JP,1717694826
543,soure,-0.7167,-48.5233,303.17,68,90,3.15,BR,1717694826
544,waddan,29.1614,16.139,305.5,24,0,8.01,LY,1717694827
545,luau,-10.7073,22.2247,296.76,35,60,1.21,AO,1717694827
546,santo tome,-31.6627,-60.7653,300.0,74,100,1.34,AR,1717694802
547,long beach,33.767,-118.1892,301.21,86,100,3.6,US,1717694758
548,nova vicosa,-17.8919,-39.3719,298.47,75,20,2.08,BR,1717694829
549,champerico,14.3,-91.9167,303.45,71,100,3.0,GT,1717694829
550,argo,37.6333,22.7333,300.34,52,80,1.36,GR,1717694830
551,villa dolores,-31.9459,-65.1896,295.62,49,97,2.66,AR,1717694831
552,pruzhany,52.5567,24.4644,290.01,82,51,4.14,BY,1717694831
553,bandipura,34.4167,74.65,287.03,85,92,3.19,IN,1717694832
554,axim,4.8699,-2.2405,300.48,78,92,4.26,GH,1717694832
555,ola,59.5833,151.2833,284.34,91,100,0.4,RU,1717694833
556,bandrele,-12.9067,45.1914,299.01,73,0,3.09,YT,1717694833
557,chota,-6.55,-78.65,292.12,61,61,3.28,PE,1717694834
558,laela,-8.5667,32.05,290.59,46,37,1.14,TZ,1717694834
559,san jorge,-31.8962,-61.8598,298.62,61,100,3.91,AR,1717694835
560,pugachev,52.0133,48.8025,297.54,58,12,1.38,RU,1717694836
561,kasempa,-13.4584,25.8338,294.47,29,6,1.94,ZM,1717694836
562,port-vila,-17.7338,168.3219,296.48,77,47,5.27,VU,1717694837
563,shimo-furano,43.35,142.3833,281.37,96,18,1.69,JP,1717694837
564,santaquin,39.9755,-111.7852,301.04,38,0,0.89,US,1717694838
565,quemado de guines,22.7853,-80.2536,303.27,46,22,2.83,CU,1717694838
566,naracoorte,-36.9579,140.7383,280.23,94,0,3.01,AU,1717694839
567,carloforte,39.145,8.3058,294.81,65,8,0.65,IT,1717694839
568,isla aguada,18.7833,-91.4667,307.17,62,48,0.48,MX,1717694840
569,vorkuta,67.5,64.0,272.1,88,69,3.58,RU,1717694689
570,new norfolk,-42.7826,147.0587,283.66,97,83,0.74,AU,1717694841
571,obolensk,54.9774,37.2245,293.53,85,95,1.31,RU,1717694842
572,zhezkent,50.9311,81.3615,292.6,63,89,4.48,KZ,1717694842
573,tutong,4.8,114.65,300.94,93,100,1.53,BN,1717694843
574,copala,16.65,-98.9833,303.3,52,11,3.51,MX,1717694844
575,la passe,45.5549,-0.8967,298.28,72,81,4.99,FR,1717694844
576,severo-yeniseyskiy,60.3725,93.0408,280.69,89,100,1.79,RU,1717694845
577,narasannapeta,18.4167,84.05,302.18,82,69,7.06,IN,1717694845
578,semnan,35.5729,53.3971,300.03,27,40,2.49,IR,1717694846
579,ar rass,25.8694,43.4973,310.88,7,0,5.65,SA,1717694846
580,acapulco de juarez,16.8634,-99.8901,303.05,66,0,4.63,MX,1717694847
581,atchison,39.563,-95.1216,300.45,47,39,5.46,US,1717694847
582,abepura,-2.6333,140.5833,295.6,100,40,1.54,ID,1717694848
583,nan,18.8333,100.6667,297.63,95,97,0.25,TH,1717694848
584,mournies,35.4764,24.0092,314.19,46,40,4.12,GR,1717694849
585,hobyo,5.3505,48.5268,300.67,80,24,12.24,SO,1717694849
586,vila franca do campo,37.7167,-25.4333,293.38,99,96,4.24,PT,1717694577
